ID,Faixa_etaria,Idade,Sexo,Genero,Cor_raca,Residencia_fixa,Tempo_rua_RJ,Voltar_cidade_natal
5115,50 a 59,52,Masculino,Não se aplica,Amarela,Não se aplica,Não se aplica,Não se aplica
5116,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5117,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5118,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5119,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5120,50 a 59,52,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5121,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5122,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5123,12 a 17,16,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5124,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5125,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5126,12 a 17,16,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5127,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5128,18 a 30,30,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5129,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5130,18 a 30,30,Feminino,Não se aplica,Amarela,Não se aplica,Não se aplica,Não se aplica
5131,18 a 30,30,Feminino,Não se aplica,Amarela,Não se aplica,Não se aplica,Não se aplica
5132,Até 11,7,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5133,18 a 30,22,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5134,12 a 17,12,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5135,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5136,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5137,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5138,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5139,12 a 17,12,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5140,12 a 17,16,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5141,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5142,18 a 30,22,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5143,12 a 17,16,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5144,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5145,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5146,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5147,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5148,18 a 30,22,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5149,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5150,12 a 17,16,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5151,12 a 17,16,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5152,31 a 49,40,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5153,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5154,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5155,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5156,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5157,18 a 30,22,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5158,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5159,12 a 17,16,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5160,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5161,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5162,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5163,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5164,12 a 17,16,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5165,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5166,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5167,12 a 17,12,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5168,12 a 17,12,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5169,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5170,12 a 17,12,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5171,18 a 30,30,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5172,12 a 17,16,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5173,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5174,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5175,31 a 49,40,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5176,12 a 17,16,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5177,18 a 30,30,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5178,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5179,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5180,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5181,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5182,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5183,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5184,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5185,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5186,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5187,18 a 30,22,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5188,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5189,12 a 17,12,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5190,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5191,18 a 30,22,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5192,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5193,18 a 30,22,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5194,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5195,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5196,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5197,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5198,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5199,12 a 17,16,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5200,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5201,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5202,12 a 17,16,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5203,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5204,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5205,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5206,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5207,12 a 17,16,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5208,18 a 30,22,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5209,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5210,12 a 17,12,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5211,18 a 30,22,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5212,12 a 17,12,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5213,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5214,12 a 17,12,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5215,12 a 17,16,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5216,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5217,60 a 69,67,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5218,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5219,50 a 59,52,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5220,12 a 17,16,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5221,31 a 49,40,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5222,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5223,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5224,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5225,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5226,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5227,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5228,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5229,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5230,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5231,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5232,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5233,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5234,12 a 17,16,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5235,12 a 17,16,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5236,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5237,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5238,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5239,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5240,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5241,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5242,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5243,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5244,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5245,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5246,18 a 30,22,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5247,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5248,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5249,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5250,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5251,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5252,60 a 69,67,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5253,60 a 69,67,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5254,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5255,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5256,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5257,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5258,60 a 69,67,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5259,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5260,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5261,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5262,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5263,31 a 49,40,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5264,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5265,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5266,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5267,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5268,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5269,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5270,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5271,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5272,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5273,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5274,31 a 49,40,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5275,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5276,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5277,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5278,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5279,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5280,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5281,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5282,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5283,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5284,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5285,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5286,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5287,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5288,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5289,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5290,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5291,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5292,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5293,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5294,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5295,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5296,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5297,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5298,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5299,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5300,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5301,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5302,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5303,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5304,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5305,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5306,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5307,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5308,31 a 49,40,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5309,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5310,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5311,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5312,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5313,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5314,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5315,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5316,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5317,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5318,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5319,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5320,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5321,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5322,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5323,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5324,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5325,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5326,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5327,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5328,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5329,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5330,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5331,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5332,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5333,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5334,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5335,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5336,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5337,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5338,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5339,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5340,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5341,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5342,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5343,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5344,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5345,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5346,60 a 69,67,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5347,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5348,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5349,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5350,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5351,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5352,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5353,60 a 69,67,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5354,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5355,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5356,31 a 49,40,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5357,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5358,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5359,60 a 69,67,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5360,31 a 49,40,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5361,18 a 30,30,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5362,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5363,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5364,31 a 49,40,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5365,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5366,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5367,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5368,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5369,18 a 30,22,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
5370,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5371,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5372,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5373,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5374,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5375,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5376,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5377,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5378,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5379,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5380,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5381,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5382,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5383,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5384,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5385,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5386,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5387,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5388,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5389,Não identificada,999,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5390,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5391,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5392,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5393,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5394,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5395,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5396,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5397,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5398,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5399,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5400,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5401,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5402,18 a 30,22,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
5403,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
5404,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
